13.108,10.604
9.3918,8.2158
10.366,9.3285
5.7891,5.3711
6.1571,5.1475
5.6706,5.0239
4.8198,4.7361
3.8056,4.0221
3.0248,3.3604
3.0057,3.3175
3.8985,4.2596
4.2614,4.7058
2.7701,3.1055
2.0832,2.9323
3.2903,4.0236
8.5254,8.1478
8.6555,7.3502
3.3478,3.6376
3.1359,3.0657
2.9544,3.4078
3.6174,3.8797
2.704,2.7486
2.7453,3.1091
6.0613,5.4454
3.4411,3.795
2.3302,3.3979
2.8362,3.4151
2.2915,3.3942
3.0929,2.7337
6.6567,6.0029
2.7899,2.8741
8.0631,6.6219
2.921,4.0836
2.0055,2.8379
3.5386,4.0509
7.6545,6.3261
6.8354,5.7157
8.3832,6.6947
2.6561,3.2268
9.0232,7.2632
4.0039,4.4745
3.5013,3.2865
3.603,3.5328
4.068,4.5789
7.0342,6.4157
7.8006,6.578
3.3361,3.5237
3.3142,2.5997
3.8898,3.9528
4.0861,4.3598
3.9661,4.0406
2.8547,3.4009
3.6728,3.248
7.8053,6.5061
4.235,4.61
4.3041,4.595
8.447,7.5494
7.7736,6.6147
5.9575,5.5715
6.2986,5.9205
3.2955,2.7428
6.809,6.1052
5.9628,5.3809
6.6559,5.777
7.0769,6.1989
8.3276,6.5309
4.2625,4.4346
6.1744,5.6423
3.7379,4.3946
2.9907,3.4417
6.8818,6.3075
3.7903,3.6044
8.2079,6.6989
10.021,11.27
8.5564,6.4051
2.9565,3.4478
2.2814,3.0397
2.3869,3.3955
2.6268,3.2914
5.282,5.273
2.0669,2.9486
8.6816,6.5478
4.36,4.6236
3.6152,3.7087
8.3227,6.8226
9.2029,8.0245
5.1649,5.0917
7.9986,7.5422
8.0097,7.3515
8.2812,6.765
3.9312,3.6829
4.3251,4.4351
5.6886,5.3737
8.4619,7.1202
12.199,10.183
7.1448,6.9299
2.8028,3.1333
4.3404,3.8818
4.5416,4.2422
4.7203,4.3421
4.1833,4.2081
4.3192,4.3115
5.6041,5.095
1.6034,3.7991
5.6344,5.2417
5.3706,5.2314
6.1911,5.3959
9.0085,7.9182
5.5758,4.7404
6.6809,6.0466
3.5225,3.8605
12.539,11.051
4.6006,3.842
4.6957,4.3775
7.0091,6.2287
6.1547,5.6966
8.0969,6.3768
7.0044,6.0149
4.0978,4.1597
4.6787,4.5432
4.1444,4.2928
3.6352,3.776
4.03,4.0968
3.7279,3.831
3.92,4.1584
4.2996,4.2236
4.4538,4.5219
6.104,5.9769
5.4773,5.1579
5.1859,4.9544
7.3825,6.5873
5.0255,4.8968
6.6287,6.2242
6.7156,5.8392
6.958,5.9736
8.3272,7.4453
3.8091,3.7744
3.9058,3.9962
10.219,9.3976
4.0724,3.8708
6.2557,5.4869
2.8616,3.4151
7.6336,6.7176
1.9006,2.0438
5.3169,5.2681
5.3041,4.9345
5.2384,4.6981
4.5232,5.5321
4.3007,4.7377
3.2546,3.3043
3.6452,3.4883
3.3942,3.1672
3.5622,3.3538
3.3142,3.4285
4.2312,4.1963
9.4566,8.4984
4.9223,4.634
12.194,10.561
5.0718,4.3148
6.6201,6.3716
8.4279,8.066
7.5251,6.7002
4.7185,4.5586
4.6942,4.6256
4.9487,4.4951
5.4938,5.2001
4.1903,4.1463
5.3716,5.1216
3.2387,2.8588
3.9555,3.8427
2.5297,2.6012
3.7565,4.399
4.2753,4.2054
2.5893,3.2756
2.2996,3.0479
4.2242,4.4305
3.3776,2.9755
4.9252,4.7987
4.091,4.5245
4.9291,4.9345
5.8078,4.8934
4.6346,4.2829
4.8978,4.1604
5.7747,5.0201
2.3194,2.2354
2.4266,2.2986
10.465,8.4301
10.782,8.7943
6.4396,6.2697
2.512,2.8588
3.2981,2.804
3.1338,2.9069
2.2905,2.6012
3.3418,3.9178
4.1038,4.5809
9.6115,7.7671
6.0521,4.9978
7.3171,6.3524
6.6835,5.8874
12.228,10.192
7.9449,6.5837
8.4891,7.0082
7.3391,6.7616
4.7151,5.215
4.0561,4.5992
2.816,3.0773
4.3674,4.2216
4.5374,4.115
9.383,8.114
2.6174,3.0022
2.1736,2.4096
2.1622,2.0782
2.7782,3.1954
8.2187,7.3436
8.3087,6.9164
8.2638,6.496
4.2139,5.2575
3.9855,4.6198
10.172,8.099
3.9104,4.1156
9.3826,8.2114
8.0928,6.8229
6.5058,5.4161
9.3927,5.5532
12.899,11.641
3.2296,3.5287
3.1019,3.7842
8.2764,7.4886
7.3578,7.1311
7.7925,7.1785
8.1232,7.3175
4.342,4.281
3.8908,3.9866
3.7374,3.8789
5.5183,5.649
4.2593,4.583
9.0903,8.2953
6.3186,6.0064
9.9988,9.236
8.7601,7.888
8.7726,7.7138
4.8233,4.9353
4.263,4.1665
2.7912,3.1055
8.5714,7.2339
8.3325,7.2271
10.165,8.604
10.571,8.6249
3.6543,3.9621
7.1144,5.9919
2.4706,2.6824
8.4833,7.6709
2.8344,3.0258
8.9894,7.1237
6.7727,6.3714
7.1701,6.855
3.7341,3.4956
4.7052,4.8219
3.8626,3.7654
11.513,9.4489
7.7832,6.459
3.5519,3.8489
3.7577,4.4021
3.7495,4.4124
3.4995,4.6117
3.7502,4.6594
3.2562,4.0241
4.4485,4.8529
2.8758,3.9016
3.9516,4.5044
4.5288,4.5915
4.2072,4.0712
5.8965,5.3228
4.0448,3.8739
5.54,5.1695
4.2341,4.835
2.5096,3.4282
2.5923,2.9704
3.6017,3.7358
3.7628,3.7741
1.9445,3.0479
3.2921,4.1109
4.0504,4.2224
3.3989,4.3544
2.2844,2.0412
3.2438,3.5766
1.639,2.1401
4.6299,4.6687
6.2372,5.1047
10.293,7.8637
4.4642,4.8425
7.6812,6.6961
3.8022,4.2742
1.861,3.0996
2.9601,4.0388
2.8136,4.1257
5.2472,5.3298
4.3625,5.3211
6.883,6.7426
2.9069,4.1128
2.9872,4.0022
3.0316,4.0466
3.5954,4.0843
2.9927,4.1411
6.8616,6.22
3.4009,4.5374
2.0541,2.2289
3.1023,3.6788
8.4291,7.7432
8.2363,6.9613
1.8405,2.1175
5.5812,5.379
2.5795,4.2019
2.7252,4.2022
5.3384,4.9016
5.6556,5.1275
5.3625,5.0009
4.969,4.5074
5.0603,5.1166
3.3156,3.932
6.899,6.7349
2.23,2.7511
3.4487,3.3156
1.5665,2.5711
3.4763,3.8115
3.5493,3.7876
8.3464,7.4613
6.8293,5.4806
2.2105,2.3721
3.3995,3.5059
2.5741,2.4033
2.4266,3.0185
3.1272,3.2995
5.0891,5.2112
5.3145,5.1776
5.3011,5.1444
5.0484,4.8349
4.8237,4.7453
3.0764,3.3878
11.186,9.0264
7.3027,6.1682
10.936,8.7232
3.5763,4.2297
7.0956,6.125
4.7401,4.441
11.22,10.003
4.4274,4.517
11.792,10.111
10.714,9.105
11.974,10.219
11.338,9.6716
11.995,10.258
3.2981,4.078
3.4154,4.332
8.0709,6.5451
5.8648,4.723
3.2165,3.4825
5.4065,4.9791
5.9009,5.3831
4.8637,4.4296
7.8436,6.6765
6.5796,5.7636
6.9864,5.8517
2.0757,2.8507
2.0882,2.5321
3.1739,3.9942
3.7537,3.9062
2.7924,3.3329
3.1237,3.3881
3.3207,3.6104
3.3411,3.8435
2.8943,3.5237
2.975,3.4249
2.0782,3.1338
1.7299,1.8116
2.9947,3.5962
4.1927,4.5074
2.6582,3.0671
3.2958,3.7853
1.737,2.5161
7.1366,6.2015
4.7938,4.5117
5.3033,5.0364
5.2609,4.8132
8.784,6.9413
3.2268,4.209
6.054,5.8229
8.4962,7.4989
11.502,10.487
11.377,10.384
3.6028,3.541
3.7317,3.6584
4.5157,4.2587
5.8674,5.7486
8.1854,6.5073
2.2534,2.7292
6.7152,5.9322
4.8978,4.8093
4.3091,4.6299
1.4633,3.4916
1.6696,3.9566
3.9283,4.2682
3.9595,4.0166
6.0767,5.3762
2.2343,2.5726
1.8358,2.5718
2.4849,2.5533
3.1921,3.4717
3.4256,3.9462
6.961,6.1892
7.8005,6.5949
10.613,8.0156
7.9904,6.6593
8.8439,7.9301
8.7599,7.648
9.0045,7.62
3.6077,3.2992
6.7971,6.0745
4.3761,4.4283
2.5938,3.1485
6.555,5.7587
5.2152,4.8379
5.5458,4.9045
5.9411,5.4912
3.7495,3.7728
10.896,9.4956
11.17,9.4582
2.0894,2.706
3.9186,3.9414
9.3641,8.215
4.9869,4.8117
4.8249,4.4351
4.6634,4.1466
5.0594,4.669
5.4016,4.9825
4.3786,4.3413
2.3721,3.1135
3.707,3.4685
2.2618,2.7875
2.2597,2.7875
6.1995,5.4553
5.24,4.85
5.7252,5.2488
6.3933,5.7614
5.6077,5.204
6.6194,6.605
9.0122,7.3883
4.1345,4.334
4.1292,4.16
6.4345,6.0651
6.3015,5.9687
2.4501,3.4404
2.7127,3.4632
4.0362,3.7853
5.573,4.5496
8.0155,6.6651
2.1883,3.4657
5.1596,5.3144
5.2778,5.3346
4.7064,5.0729
4.8811,5.2283
4.804,5.0384
2.7713,2.9735
3.1596,3.1587
2.8332,3.0209
2.0844,3.8624
2.217,4.0982
1.4351,3.7977
2.2322,3.9377
4.6137,5.221
5.102,4.6206
7.9411,7.0132
5.1654,5.3214
5.3621,4.7256
5.7841,5.0843
4.6695,4.7165
4.9943,4.5382
5.3341,4.8626
5.1643,4.6419
6.6106,6.5029
8.5506,6.7314
8.3091,6.9684
6.3395,5.5645
3.4203,2.9323
4.262,4.5799
3.0052,3.6687
3.1942,3.6881
7.5443,6.7709
12.943,9.3558
7.8956,6.4367
2.268,3.3673
3.2771,3.7869
3.0874,4.424
4.8671,4.7955
2.6276,9.6117
6.593,5.6703
2.8679,3.2092
6.7809,6.0816
8.4118,6.026
5.4255,5.0384
2.5345,2.5982
8.3377,6.8134
8.4764,6.7999
3.9245,4.5672
4.3144,4.3663
3.7582,4.2868
4.1066,4.7284
5.2995,5.4539
4.7528,4.3399
3.2153,4.1713
3.3261,3.8199
3.66,4.0537
3.1995,3.8957
10.831,9.7477
3.2562,3.8395
3.2296,3.6876
8.7913,7.6145
4.1368,4.4391
4.6436,4.542
2.3805,3.5573
3.2414,3.1946
3.7917,3.8089
3.3676,3.5499
10.767,9.1005
3.1019,2.9285
6.8161,6.13
6.6923,6.0276
3.4532,5.0257
3.7805,4.2576
3.0865,4.0427
3.0282,3.922
3.1086,4.0752
